"","vanus","N","E","O","A","C","valmidus"
"303",55,2.83333333333333,1,3.5,3.66666666666667,3.75,"pigem ei"
"304",65,3,3,3.08333333333333,3.25,4,"pigem ei"
"305",60,2.66666666666667,3.33333333333333,3.41666666666667,3.91666666666667,3.66666666666667,"pigem ei"
"306",59,2.66666666666667,2.91666666666667,2.66666666666667,1,4.66666666666667,"pigem ei"
"307",67,1.66666666666667,3.5,3.27272727272727,3.81818181818182,4.36363636363636,"pigem ei"
"308",57,2.41666666666667,3.25,3.25,3.66666666666667,3.75,"pigem ei"
"309",58,1.91666666666667,3.66666666666667,3.5,3.72727272727273,4.33333333333333,"pigem ei"
"310",69,2,2.83333333333333,3.33333333333333,3.83333333333333,4.25,"pigem ei"
"311",57,2.5,2.91666666666667,2.58333333333333,3.83333333333333,3.75,"pigem ei"
"312",60,2.75,2,3.41666666666667,1.91666666666667,4.41666666666667,"pigem jah"
"313",72,2.41666666666667,4.08333333333333,3.41666666666667,4.41666666666667,4.08333333333333,"pigem ei"
"314",54,2.33333333333333,2.91666666666667,4,4,3.75,"pigem jah"
"315",64,2.08333333333333,3.41666666666667,3.08333333333333,3.75,3.91666666666667,"pigem ei"
"316",59,1.91666666666667,3.83333333333333,3.83333333333333,3.66666666666667,3.66666666666667,"pigem ei"
"317",56,2.25,3.5,3.5,3.66666666666667,4.25,"pigem ei"
"318",59,2.08333333333333,3.08333333333333,2.75,3.83333333333333,3.91666666666667,"pigem ei"
"319",55,2.33333333333333,3.45454545454545,3.5,3.33333333333333,4.25,"pigem ei"
"320",59,2.25,2.83333333333333,3.75,3.66666666666667,4.66666666666667,"pigem ei"
"321",51.7466702034354,1,1,3.83333333333333,4.08333333333333,1,"pigem ei"
"322",52,3.08333333333333,2.83333333333333,4.16666666666667,4.16666666666667,3.83333333333333,"pigem ei"
"323",57,3.66666666666667,2.83333333333333,3.5,3.75,4.58333333333333,"pigem jah"
"324",61,2.91666666666667,2.75,2.25,3.66666666666667,4.08333333333333,"pigem jah"
"325",51.7249817541649,2.08333333333333,4.09090909090909,3.5,3.75,4.16666666666667,"pigem ei"
"326",58,2.5,3.16666666666667,2.16666666666667,3.58333333333333,3.91666666666667,"pigem ei"
"327",56,2.25,3.08333333333333,2.83333333333333,3.16666666666667,3.91666666666667,"pigem ei"
"328",52,2.75,3.08333333333333,1,3.83333333333333,3.66666666666667,"pigem ei"
"329",55,3.08333333333333,3.33333333333333,3.33333333333333,4.16666666666667,3.91666666666667,"pigem ei"
"330",55,2.41666666666667,4,3.41666666666667,3.08333333333333,4.5,"pigem ei"
"331",62,1.66666666666667,3.27272727272727,3.33333333333333,3.75,4.75,"pigem jah"
"332",68,2,3.36363636363636,3.16666666666667,3.58333333333333,4.27272727272727,"pigem ei"
"333",54,2.5,3.16666666666667,3.83333333333333,3.83333333333333,3.66666666666667,"pigem ei"
"334",53,2.16666666666667,3.25,3.5,1,4,"pigem ei"
"335",61,1.83333333333333,2.83333333333333,3.5,3.83333333333333,3.91666666666667,"pigem ei"
"336",55,2.75,2.83333333333333,3.58333333333333,3.83333333333333,3.75,"pigem ei"
"337",67,1.83333333333333,2.83333333333333,3.5,3.83333333333333,3.91666666666667,"pigem ei"
"338",54,2.08333333333333,2.41666666666667,4.25,4.25,5,"pigem jah"
"339",50,2.25,3.66666666666667,3.58333333333333,4.25,4.83333333333333,"pigem ei"
"340",67,3.33333333333333,3.81818181818182,3.5,4,4.5,"pigem jah"
"341",NA,3.91666666666667,2.83333333333333,3,4.25,3.25,"pigem jah"
"342",70,2.5,3.27272727272727,3.27272727272727,3.66666666666667,4,"pigem ei"
"343",62,1.91666666666667,3.16666666666667,3.5,4.25,3.91666666666667,"pigem ei"
"344",69,1.91666666666667,3.16666666666667,3.5,4.25,3.91666666666667,"pigem ei"
"345",69,1.91666666666667,3.33333333333333,2.91666666666667,3.75,4.16666666666667,"pigem ei"
"346",52,1,1,1,3.75,4.41666666666667,"pigem ei"
"347",59,2.08333333333333,3.75,2.27272727272727,3.58333333333333,3.66666666666667,"pigem ei"
"348",64,2.08333333333333,3.58333333333333,3,3.41666666666667,4.33333333333333,"pigem ei"
"349",62,2.08333333333333,3.83333333333333,3.41666666666667,4.08333333333333,4.08333333333333,"pigem ei"
"350",66,2.25,3.08333333333333,3.33333333333333,4.66666666666667,4.33333333333333,"pigem ei"
"351",53,3,3.41666666666667,3.91666666666667,3.83333333333333,4,"pigem ei"
"352",55,3.33333333333333,3.41666666666667,3.83333333333333,3.25,2.91666666666667,"pigem ei"
"353",57,2,2.83333333333333,3.5,4.41666666666667,3.83333333333333,"pigem jah"
"354",55,2.66666666666667,2.66666666666667,3.25,3.91666666666667,3.91666666666667,"pigem ei"
"355",61,2.25,1,2.66666666666667,3.41666666666667,3.66666666666667,"pigem jah"
"356",60,2.5,2.91666666666667,3.08333333333333,3.58333333333333,3.75,"pigem ei"
"357",61,2.66666666666667,2.5,3.5,4.5,3.83333333333333,"pigem ei"
"358",55,3,3.66666666666667,3.33333333333333,3.5,3.66666666666667,"pigem ei"
"359",69,1.66666666666667,3.41666666666667,3.66666666666667,4,3.66666666666667,"pigem ei"
"360",66,2.25,3.08333333333333,3.41666666666667,4.08333333333333,4.25,"pigem ei"
"361",53,1.5,1,4.66666666666667,4.75,3.91666666666667,"pigem ei"
"362",56,2.41666666666667,2.75,3.5,3.08333333333333,3.91666666666667,"pigem ei"
"363",51.3002872662942,2.5,3.75,4.25,3.83333333333333,3.66666666666667,"pigem ei"
"364",63,2,2.58333333333333,3.41666666666667,4.5,3.91666666666667,"pigem jah"
"365",57,1,1,1,1,4.5,"pigem ei"
"366",54,1.91666666666667,4.41666666666667,4.41666666666667,4.66666666666667,4.66666666666667,"pigem ei"
"367",56,2.16666666666667,3.16666666666667,2.91666666666667,4.5,4.5,"pigem ei"
"368",60,2,3.08333333333333,3.75,1,5,"pigem jah"
"369",54,1.5,3.58333333333333,3.75,3.83333333333333,4.25,"pigem ei"
"370",53.9887771331246,2.58333333333333,3.25,3.66666666666667,4.41666666666667,4.58333333333333,"pigem ei"
"371",55,1,1.83333333333333,2.83333333333333,4,5,"pigem ei"
