"","PVMATH","PVREAD","PVSCIE","GENSCIE","INSTSCIE","INTSCIE","JOYSCIE","PERSCIE","SCIEEFF","SCIEFUT","SCSCIE","GR","GENDER"
"1242",384.32,343.01528,374.98522,-0.358,-0.4167,0.0663,-0.8455,-0.2497,-1.2418,0.3209,-0.1827,"9","M"
"1243",527.6445,533.45862,509.07494,-0.358,-0.4167,0.0663,-0.3437,-0.811,-0.2283,-0.4171,0.652,"9","F"
"1244",547.97476,529.18062,544.0427,-0.358,-0.4167,0.0663,-1.0972,-1.0855,-0.2283,-0.0492,-0.1237,"9","M"
"1245",458.08538,496.99318,488.00104,-0.358,-0.4167,0.0663,0.8776,0.0553,-0.3985,0.8285,-0.2842,"9","F"
"1246",624.778,591.98434,665.82376,-0.358,-0.4167,0.0663,0.5391,0.0553,0.9564,-0.4171,0.652,"9","M"
"1247",615.0413,598.04778,634.02642,-0.358,-0.4167,0.0663,0.5391,0.7259,0.5179,0.8285,0.0752,"9","F"
"1248",522.11404,452.66114,513.27106,-0.358,-0.4167,0.0663,-0.1028,-1.0855,-1.2418,-0.6938,-1.0946,"9","M"
"1249",592.60788,541.69322,582.92686,-0.358,-0.4167,0.0663,0.1728,-0.811,0.3184,-0.6938,0.652,"8","M"
"1250",572.5113,546.82664,607.17118,-0.358,-0.4167,0.2143,-0.8455,0.7259,0.3184,-1.4186,0.652,"9","M"
"1251",464.47264,440.62978,469.81782,-0.358,-0.4167,0.2143,-0.5825,-0.811,-0.8968,-1.4186,-1.0946,"9","M"
"1252",576.01654,580.09308,586.37702,-0.358,-0.4167,0.2143,-0.1028,0.3867,0.3184,-0.0492,-0.3218,"9","F"
"1253",523.43822,482.81976,544.13596,-0.358,-0.4167,0.2143,0.1728,-0.811,0.3184,-0.4171,0.9855,"9","M"
"1254",610.44556,553.72462,604.46698,-0.358,-0.4167,0.2143,-0.3437,0.3867,-0.2283,-0.6938,1.3981,"9","M"
"1255",492.43652,485.70728,510.28714,-0.358,-0.4167,0.2143,-0.8455,-0.5345,-0.3985,-0.4171,-0.1237,"9","M"
"1256",490.56708,501.12432,522.68906,-0.358,-0.4167,0.2143,2.0562,0.7259,-0.7309,-0.0492,-0.5445,"9","F"
"1257",596.65834,472.0473,541.33854,-0.358,-0.4167,0.2143,-0.5825,-0.811,0.1288,-0.0492,-0.8207,"9","F"
"1258",618.7023,593.28106,586.93652,-0.358,-0.4167,0.2143,-0.1028,0.7259,0.1288,-0.0492,0.0752,"9","F"
"1259",474.67676,441.8329,453.313,-0.358,-0.4167,0.2143,-0.5825,-0.811,-0.2283,0.3209,-0.5445,"9","M"
"1260",496.87646,472.39258,553.18096,-0.358,-0.4167,0.2143,-0.5825,-0.5345,-0.2283,-0.0492,-0.5445,"9","M"
"1261",563.39772,616.63804,617.70816,-0.358,-0.4167,0.2143,0.5391,0.0553,-0.053,-0.0492,-0.5445,"9","F"
"1262",507.7816,580.09312,563.15842,-0.358,-0.4167,0.2143,0.1728,-0.5345,-0.2283,-0.0492,-0.5445,"9","F"
"1263",579.67752,527.57644,617.24188,-0.358,-0.4167,0.2143,0.1728,-0.2497,-0.053,-0.6938,0.0752,"9","M"
"1264",526.78764,464.85294,485.11036,-0.358,-0.4167,0.2143,-2.1517,0.0545,-0.3985,-1.4186,-0.3218,"9","M"
"1265",506.76898,492.6053,523.06204,-0.358,-0.4167,0.2143,0.1728,-0.811,0.1288,-0.9769,0.652,"9","M"
"1266",554.51782,508.11552,559.89474,-0.358,-0.4167,0.3636,-0.5825,0.3867,1.49,0.3209,-0.1237,"9","F"
"1267",572.5892,614.41356,580.59568,-0.358,-0.4167,0.3636,-1.0972,-0.5345,-0.053,-0.6938,-0.8207,"8","F"
"1268",588.86898,541.61302,610.52812,-0.358,-0.4167,0.3636,0.1728,0.0553,-0.2283,0.8285,0.652,"9","M"
"1269",583.41642,489.07606,631.50874,-0.358,-0.4167,0.3636,0.5391,-0.5345,0.5179,-0.0492,0.652,"9","M"
"1270",514.16886,521.32016,543.29674,-0.358,-0.4167,0.3636,-0.8455,-0.2497,-1.2418,-0.6938,0.3107,"8","M"
"1271",672.2932,637.9294,687.55042,-0.358,-0.4167,0.3636,-0.5825,-0.811,0.9564,-0.4171,0.652,"9","F"
"1272",441.88348,393.14602,399.789,-0.358,-0.4167,0.3636,-0.1028,0.3867,0.5179,0.3209,-0.1237,"8","M"
"1273",519.30986,557.21282,525.57972,-0.358,-0.4167,0.3636,0.1728,-0.5345,-1.0669,-1.4186,-0.1237,"9","F"
"1274",479.73982,533.69696,454.43196,-0.358,-0.4167,0.3636,1.623,0.3867,-2.1026,0.3209,-0.3218,"9","F"
"1275",605.30458,480.89474,598.21944,-0.358,-0.4167,0.5158,0.5391,0.3867,0.1288,-0.9769,0.652,"9","M"
"1276",533.33074,523.56598,558.58928,-0.358,-0.4167,0.5158,-0.1028,-0.2497,-0.3985,-0.6938,1.209,"9","M"
"1277",507.00264,501.75988,506.93024,-0.358,-0.4167,0.5158,0.1728,-0.5345,0.3184,-0.0492,0.3107,"8","F"
"1278",526.16452,501.5887,580.2227,-0.358,-0.4167,0.5158,-0.8455,-0.5345,-0.053,-0.0492,0.0752,"9","M"
"1279",544.31374,547.83826,523.80804,-0.358,-0.4167,0.5158,0.5391,-0.811,0.5179,-0.0492,-0.1237,"9","F"
"1280",593.93208,540.08904,617.89462,-0.358,-0.4167,0.5158,-0.1028,0.0553,0.1288,-0.9769,0.3107,"9","M"
"1281",492.20284,502.15016,582.46062,-0.358,-0.4167,0.5158,-0.1028,0.3867,-0.053,0.3209,0.0019,"9","M"
"1282",580.14488,616.63804,594.86254,-0.358,-0.4167,0.5158,0.1728,0.3867,0.7293,-0.0492,0.652,"9","F"
"1283",520.0109,467.5189,567.4478,-0.358,-0.4167,0.6732,-0.1028,-0.811,-0.5654,0.3209,-0.8207,"9","F"
"1284",550.15578,538.00362,575.00084,-0.358,-0.4167,0.6732,0.1728,0.3867,-0.7309,-0.6938,-0.5445,"9","M"
"1285",595.02262,534.31402,625.07468,-0.358,-0.4167,0.6732,0.5391,-0.2497,0.7293,0.8285,0.0752,"9","M"
"1286",443.9087,398.76066,491.91742,-0.358,-0.4167,0.8382,0.1728,0.0553,-0.3985,-0.0492,-0.8207,"7","M"
"1287",445.54446,448.6507,477.83706,-0.358,-0.4167,0.8382,0.8776,-0.3896,0.3184,0.5883,0.0752,"9","M"
"1288",583.96168,606.9457,623.58272,-0.358,-0.4167,0.8382,0.5391,1.0558,0.7293,-0.4171,0.652,"9","F"
"1289",522.2698,506.04994,531.73406,-0.358,-0.4167,1.0131,1.1247,0.3867,-0.2283,-0.4171,0.3107,"9","F"
"1290",584.27324,567.8414,619.2001,-0.358,-0.4167,1.0131,-1.0972,-0.5345,-0.5654,-0.9769,0.652,"9","M"
"1291",541.74326,597.57108,577.98476,-0.358,-0.4167,1.0131,0.1728,-0.2497,0.1288,-0.6938,0.0752,"9","F"
"1292",453.41174,483.48744,465.90138,-0.358,-0.4167,1.0131,0.5391,0.3867,-1.0669,-0.9769,0.3107,"9","F"
"1293",497.03226,479.93226,508.04922,-0.358,-0.4167,1.0131,-0.3437,0.0553,-0.3985,-0.0492,-0.1237,"9","M"
"1294",651.88504,605.05842,637.29008,-0.358,-0.4167,1.2039,0.8776,1.0558,1.49,-0.0492,0.652,"9","M"
"1295",447.02446,424.1067,403.42566,-0.358,-0.4167,1.4176,-0.8455,-0.6429,1.2058,0.5883,-0.8207,"9","M"
"1296",445.15502,446.22752,411.44492,-0.358,-0.4167,1.6675,-0.1028,0.3867,-0.2283,-0.0492,0.9855,"9","F"
"1297",469.22418,413.35868,492.84988,-0.358,-0.2698,1.0131,0.5841,0.3886,-0.3985,0.5883,0.9855,"8","M"
"1298",424.1237,461.71936,472.33546,-0.358,-0.2138,-1.5369,-0.8455,0.0553,1.8333,-0.6938,1.592,"9","F"
"1299",457.4622,507.16218,503.01386,-0.358,-0.2138,-1.289,-0.1028,0.0553,-0.3985,0.3209,0.0752,"8","F"
"1300",358.22558,346.20568,392.23598,-0.358,-0.2138,-1.289,-0.3437,0.0553,-0.8968,-1.4186,0.0752,"8","F"
"1301",452.94438,407.42324,439.04614,-0.358,-0.2138,-0.8854,-1.7493,0.3867,-0.3985,-1.4186,-1.3114,"9","M"
"1302",570.95342,609.17016,632.72094,-0.358,-0.2138,-0.8854,0.1728,0.0553,0.3184,-0.9769,-0.1237,"9","F"
"1303",470.39256,416.8879,518.8659,-0.358,-0.2138,-0.71,-0.5825,-1.3625,-0.5654,-0.6938,-0.8207,"8","M"
"1304",487.84078,503.5077,527.25818,-0.358,-0.2138,-0.71,-1.0972,-0.811,0.3184,-1.4186,0.0752,"9","F"
"1305",598.7615,630.14376,624.60846,-0.358,-0.2138,-0.71,-0.3437,-0.811,-0.053,-0.0492,-0.1237,"10","F"
"1306",541.89904,550.85718,550.10378,-0.358,-0.2138,-0.71,-1.0972,-0.5345,-1.4739,-1.4186,-0.1237,"9","F"
"1307",546.2611,528.61246,605.95898,-0.358,-0.2138,-0.544,-0.8455,-0.2497,-0.053,-1.4186,0.3107,"9","F"
"1308",466.1863,483.16966,482.87244,-0.358,-0.2138,-0.544,-0.5825,-0.811,-0.7309,-0.4171,-1.0946,"9","F"
"1309",440.55926,447.73698,435.12976,-0.358,-0.2138,-0.544,-0.5825,-0.2497,-0.7309,-1.4186,-0.1237,"9","F"
"1310",471.87256,465.81542,514.763,-0.358,-0.2138,-0.544,0.5391,0.3867,-0.7309,-0.0492,-0.8207,"8","M"
"1311",453.33384,408.22532,524.55402,-0.358,-0.2138,-0.544,-0.8455,0.0553,0.1288,-0.4171,-0.3218,"8","M"
"1312",390.78518,390.69512,390.744,-0.358,-0.2138,-0.544,-0.5825,1.0558,-0.7309,-0.6938,-0.5445,"8","F"
"1313",466.10842,466.9384,448.74388,-0.358,-0.2138,-0.544,-0.8455,-0.2497,-0.2283,-0.0492,0.3107,"9","M"
"1314",542.83376,491.9636,490.98494,-0.358,-0.2138,-0.544,-0.5825,-1.3625,-1.0669,-1.4186,0.0752,"8","M"
"1315",472.10624,446.40482,445.94644,-0.358,-0.2138,-0.3854,-0.8455,-1.6501,-0.5654,-1.4186,-0.1237,"9","M"
"1316",501.62798,493.33866,534.53148,-0.358,-0.2138,-0.3854,-0.8455,-1.0855,-0.7309,-0.9769,-0.8207,"9","F"
"1317",623.99906,698.7846,704.89444,-0.358,-0.2138,-0.3854,0.1728,-0.811,0.9564,-0.6938,-0.3218,"8","F"
"1318",495.78596,496.85638,535.65046,-0.358,-0.2138,-0.3854,-0.5825,-0.2497,-0.8968,-0.0492,-0.1237,"8","M"
"1319",514.09098,450.5757,527.44466,-0.358,-0.2138,-0.3854,-0.8455,-0.2497,-0.7309,-0.0492,-1.0946,"9","M"
"1320",413.9975,485.63246,447.06542,-0.358,-0.2138,-0.3854,-1.5138,0.0553,-1.2418,0.3209,-0.3218,"9","F"
"1321",575.86072,486.6698,554.39316,-0.358,-0.2138,-0.3854,-1.3103,-1.0855,-0.5654,-0.4171,-0.3218,"9","M"
"1322",472.33992,512.72336,514.01704,-0.358,-0.2138,-0.3854,-0.3437,-0.5345,-0.053,-0.0492,0.0752,"9","F"
"1323",489.86602,461.32372,499.93672,-0.358,-0.2138,-0.3854,-0.8455,0.0553,-0.3985,-0.6938,-0.1237,"7","M"
"1324",509.02788,521.32014,497.792,-0.358,-0.2138,-0.3854,0.1728,-0.5345,-0.2283,-0.0492,0.3107,"9","M"
"1325",417.26906,437.25018,417.50602,-0.358,-0.2138,-0.232,-0.1028,-0.2497,-0.5654,-0.4171,-0.8207,"9","F"
"1326",504.35426,517.4901,504.87882,-0.358,-0.2138,-0.232,-0.1028,0.0553,-0.2283,-0.4171,-0.1237,"9","F"
"1327",505.99002,540.13206,557.00408,-0.358,-0.2138,-0.232,-0.3437,-0.811,0.1288,-0.6938,-1.3114,"9","F"
"1328",582.55958,507.68458,602.13584,-0.358,-0.2138,-0.232,-0.3437,0.0553,-0.053,-0.4171,0.3107,"9","M"
"1329",453.72332,468.3821,535.74368,-0.358,-0.2138,-0.232,-0.3437,-0.5345,-0.3985,-0.0492,0.0752,"9","M"
"1330",550.62314,501.34806,587.496,-0.358,-0.2138,-0.232,-0.8455,-0.811,-1.2418,1.0649,-0.8207,"9","M"
"1331",607.01824,654.13628,619.0136,-0.358,-0.2138,-0.232,-0.1028,0.0553,0.5179,0.3209,0.652,"9","F"
"1332",653.05342,614.36266,649.78524,-0.358,-0.2138,-0.232,-0.8455,-0.811,0.3184,-0.4171,0.652,"8","M"
"1333",635.13788,611.47406,637.38334,-0.358,-0.2138,-0.232,0.5391,0.3867,-0.2283,-0.6938,-0.1237,"9","F"
"1334",636.3063,557.09336,618.08112,-0.358,-0.2138,-0.232,-1.3103,-0.5345,0.1288,-1.4186,0.652,"9","M"
"1335",410.72596,520.35016,397.64432,-0.358,-0.2138,-0.232,-0.1028,1.0558,-1.6254,-0.6938,-0.5445,"8","F"
"1336",542.21062,546.90682,588.42848,-0.358,-0.2138,-0.232,-0.3437,-0.2497,-0.7309,-0.0492,-0.3218,"9","M"
"1337",597.20362,638.48552,660.97494,-0.358,-0.2138,-0.232,-0.1028,-0.2497,1.2058,0.3209,-0.1237,"9","F"
"1338",515.1815,552.4461,548.42534,-0.358,-0.2138,-0.232,0.8776,-0.5345,-1.0669,-0.0492,-0.3218,"9","F"
"1339",589.41422,583.7228,599.3384,-0.358,-0.2138,-0.232,-0.3437,-0.5345,-0.2283,-0.9769,-0.1237,"9","M"
"1340",494.92912,410.792,469.53804,-0.358,-0.2138,-0.232,0.1728,-0.2497,-0.2283,0.5883,0.3107,"9","M"
"1341",620.10436,535.75778,635.70488,-0.358,-0.2138,-0.082,-0.3437,-0.811,0.9564,-0.0492,0.652,"9","M"
"1342",519.77724,536.7159,517.00098,-0.358,-0.2138,-0.082,-0.5825,-0.2497,0.1288,-0.9769,0.3107,"9","F"
"1343",456.13802,470.1406,451.26156,-0.358,-0.2138,-0.082,0.1728,-0.5345,0.1288,-0.6938,0.0752,"9","F"
"1344",595.25626,602.33784,627.8721,-0.358,-0.2138,-0.082,-0.1028,-0.5345,-0.3985,-0.9769,-0.1237,"9","F"
"1345",564.87768,547.67934,529.12312,-0.358,-0.2138,-0.082,-0.5825,-0.5345,0.3184,-0.0492,0.652,"9","F"
"1346",413.06278,416.11768,419.93044,-0.358,-0.2138,-0.082,-0.8455,-0.2497,-0.2283,-0.0492,0.0752,"9","F"
"1347",481.92088,485.06562,539.66008,-0.358,-0.2138,-0.082,-0.1028,-0.811,-0.7309,-0.0492,-0.3218,"9","M"
"1348",404.02712,464.21124,473.64094,-0.358,-0.2138,-0.082,-0.5825,0.0553,-0.5654,-0.6938,0.0752,"8","M"
"1349",490.33338,505.41438,487.90778,-0.358,-0.2138,-0.082,-0.3437,0.0553,-0.7309,-1.4186,-0.5445,"8","F"
"1350",547.7411,516.37786,546.09414,-0.358,-0.2138,-0.082,-0.3437,-0.5345,-0.3985,-0.9769,-1.0946,"9","F"
"1351",555.76414,478.32804,553.55394,-0.358,-0.2138,-0.082,-0.3437,0.3867,0.1288,0.5883,-0.8207,"9","M"
"1352",483.9461,434.37348,511.03314,-0.358,-0.2138,-0.082,0.8776,-0.2497,-1.2418,-0.9769,-0.1237,"9","M"
"1353",510.58576,557.21284,510.28716,-0.358,-0.2138,-0.082,0.5391,-0.5345,-0.053,0.3209,0.0752,"9","F"
"1354",486.82818,528.61246,505.43828,-0.358,-0.2138,-0.082,0.5391,0.0553,-0.053,-0.0492,-0.5445,"9","F"
"1355",502.17322,466.13628,501.14892,-0.358,-0.2138,-0.082,0.1728,-1.0855,-1.2418,-0.0492,-0.8207,"9","M"
"1356",499.21328,498.89984,506.837,-0.358,-0.2138,-0.082,-0.1028,-0.2497,-1.0669,-0.4171,0.0752,"9","F"
"1357",492.6702,480.09266,477.83706,-0.358,-0.2138,-0.082,-0.5825,-0.2497,-0.2283,-0.0492,-0.1237,"8","M"
"1358",419.60588,448.53142,391.67648,-0.358,-0.2138,-0.082,-0.1028,-0.2497,-1.2418,-0.6938,-0.5445,"9","F"
"1359",541.35378,431.887,476.81134,-0.358,-0.2138,-0.082,0.1728,-0.5345,-1.0669,-0.6938,-1.0946,"9","M"
"1360",490.17758,522.9243,523.24852,-0.358,-0.2138,-0.082,0.8776,0.0553,-0.8968,0.5883,-0.1237,"9","M"
"1361",598.13834,521.48054,610.24832,-0.358,-0.2138,-0.082,-0.1028,-0.5345,0.7293,-0.0492,0.652,"9","M"
"1362",521.95824,452.3403,495.8338,-0.358,-0.2138,0.0663,0.5391,-0.2497,1.2058,-1.4186,-0.8207,"9","M"
"1363",537.22544,584.22426,547.02662,-0.358,-0.2138,0.0663,-0.5825,-0.5345,-0.5654,-0.0492,-1.0946,"8","F"
"1364",498.35646,488.41308,477.7438,-0.358,-0.2138,0.0663,-0.3437,0.7259,-1.4255,0.3209,-0.3218,"9","F"
"1365",501.70586,511.77004,535.65042,-0.358,-0.2138,0.0663,0.5841,0.7259,0.1288,-1.3687,-0.3218,"9","F"
"1366",581.31328,564.39238,629.08432,-0.358,-0.2138,0.0663,0.1728,0.3867,0.1288,-0.0492,0.3107,"9","M"
"1367",584.27328,568.8913,601.85608,-0.358,-0.2138,0.0663,0.5391,0.0553,-0.2283,-0.0492,-0.5445,"9","F"
"1368",533.876,498.18486,524.927,-0.358,-0.2138,0.0663,-0.5825,-0.2497,0.3184,-1.4186,0.9855,"9","F"
"1369",520.01092,551.15792,557.09734,-0.358,-0.2138,0.0663,0.1728,0.0553,0.5179,-1.4186,0.0752,"9","M"
"1370",480.1293,467.74046,581.52814,-0.358,-0.2138,0.0663,-0.5825,-1.0855,-0.2283,-1.4186,1.209,"8","M"
"1371",448.11496,469.02382,442.68282,-0.358,-0.2138,0.0663,-0.5825,-0.5345,-1.6254,0.3209,-0.1237,"9","M"
"1372",507.08054,481.89856,511.03312,-0.358,-0.2138,0.0663,-0.3437,0.3867,0.9564,-0.9769,0.652,"8","F"
"1373",499.21326,491.74976,491.26468,-0.358,-0.2138,0.0663,-0.5825,-0.2497,-0.2283,-1.4186,-0.1237,"8","F"
"1374",623.06436,593.75772,653.14212,-0.358,-0.2138,0.0663,-0.3437,0.3867,0.3184,-0.0492,1.209,"8","F"
"1375",527.56658,537.51036,494.80806,-0.358,-0.2138,0.0663,-0.1028,-0.5345,-0.7309,-0.6938,-0.3218,"9","F"
"1376",438.22246,451.70926,462.63776,-0.358,-0.2138,0.0663,-0.1028,-0.811,-0.8968,-0.0492,-0.3218,"8","F"
"1377",405.81868,438.99798,407.0623,-0.358,-0.2138,0.0663,0.1728,0.3867,-0.7309,0.3209,-1.0946,"9","F"
"1378",559.34726,544.66044,511.4061,-0.358,-0.2138,0.0663,-0.1028,0.0553,0.1288,-0.4171,0.0752,"9","F"
"1379",499.75852,484.99692,475.69236,-0.358,-0.2138,0.0663,-0.3437,-0.811,-0.7309,-0.4171,-0.8207,"9","F"
"1380",592.99736,580.1936,629.73708,-0.358,-0.2138,0.0663,-0.3437,-0.2497,0.5179,-0.4171,-0.5445,"9","M"
"1381",602.42248,504.55642,634.39944,-0.358,-0.2138,0.2143,0.8776,0.7259,1.2058,0.3209,0.0752,"9","M"
"1382",508.40472,448.49026,542.55076,-0.358,-0.2138,0.2143,-1.0972,0.7259,-0.053,-0.0492,0.3107,"8","M"
"1383",410.1807,410.31074,434.29054,-0.358,-0.2138,0.2143,-0.1028,-0.811,-0.7309,-1.4186,-0.8207,"8","M"
"1384",501.08274,468.70298,529.21638,-0.358,-0.2138,0.2143,-0.1028,-0.2497,-0.3985,0.5883,0.3107,"9","M"
"1385",460.65588,430.41788,444.92074,-0.358,-0.2138,0.2143,-0.3437,-0.5345,0.1288,0.3209,-0.1237,"9","F"
"1386",532.39602,518.75342,525.76624,-0.358,-0.2138,0.2143,-0.3437,0.7259,-0.7309,-0.4171,-0.1237,"8","M"
"1387",612.00344,614.73134,654.54086,-0.358,-0.2138,0.2143,0.5391,-0.5345,1.49,-0.0492,1.3981,"9","F"
"1388",607.4856,596.39584,642.4187,-0.358,-0.2138,0.2143,-0.1028,-0.5345,0.3184,-0.0492,-0.1237,"9","M"
"1389",471.6389,416.08582,502.26786,-0.358,-0.2138,0.2143,0.5391,1.0558,0.3184,-0.6938,0.0752,"7","M"
"1390",495.24072,536.15978,541.33852,-0.358,-0.2138,0.2143,0.1728,1.0558,0.3184,0.3209,0.3107,"8","F"
"1391",479.42824,500.48878,499.3772,-0.358,-0.2138,0.2143,-0.3437,-0.2497,-0.2283,0.3209,-0.8207,"9","F"
"1392",443.28554,449.61322,444.641,-0.358,-0.2138,0.2143,-0.3437,-0.2497,-0.053,-0.0492,-0.5445,"8","M"
"1393",495.55228,431.76842,491.35796,-0.358,-0.2138,0.2143,-0.8455,-0.2497,0.1288,-0.0492,0.3107,"9","F"
"1394",583.49432,585.33652,599.43166,-0.358,-0.2138,0.2143,-0.5825,0.0553,0.1288,-0.0492,-0.3218,"8","F"
"1395",488.30812,403.57318,431.67962,-0.358,-0.2138,0.2143,-0.5825,1.0558,-1.0669,-0.9769,-0.5445,"9","M"
"1396",580.69016,568.96432,598.31268,-0.358,-0.2138,0.2143,0.1728,0.3867,0.3184,0.3209,-0.1237,"8","M"
"1397",415.86696,448.45198,452.84678,-0.358,-0.2138,0.2143,0.5391,0.3867,1.2058,-0.0492,-0.5445,"9","F"
"1398",564.33242,559.91396,591.31914,-0.358,-0.2138,0.2143,0.1728,0.0553,0.7293,-0.0492,0.652,"8","F"
"1399",536.29068,472.7134,527.81766,-0.358,-0.2138,0.2143,0.1728,0.0553,0.3184,-0.6938,0.652,"9","M"
"1400",489.39866,430.60362,491.63766,-0.358,-0.2138,0.2143,-0.3437,-0.5345,0.1288,-0.0492,0.3107,"8","M"
"1401",598.68358,589.1499,602.13582,-0.358,-0.2138,0.2143,0.1728,-0.2497,0.5179,-0.4171,0.0752,"9","F"
"1402",503.41954,464.53208,442.03008,-0.358,-0.2138,0.2143,-0.1028,-0.811,-0.8968,-1.4186,-1.0946,"9","M"
"1403",431.05624,384.2428,438.7664,-0.358,-0.2138,0.2143,-0.5825,-0.811,-1.0669,-0.0492,-0.1237,"9","M"
"1404",555.91992,554.3528,537.23566,-0.358,-0.2138,0.2143,0.1728,-1.0855,-0.5654,-0.4171,-0.3218,"9","F"
"1405",490.80076,455.06742,529.49612,-0.358,-0.2138,0.3636,-0.1028,-0.5345,-1.0669,-0.4171,-0.1237,"9","M"
"1406",578.50912,507.68456,633.28046,-0.358,-0.2138,0.3636,0.8776,0.3867,0.9564,-0.0492,0.0752,"8","M"
"1407",456.5275,476.814,467.76634,-0.358,-0.2138,0.3636,-0.3437,-0.5345,-0.7309,-0.0492,-0.3218,"9","F"
"1408",480.83034,436.69954,507.30322,-0.358,-0.2138,0.3636,0.5391,-0.5345,-0.3985,-0.0492,-0.3218,"9","M"
"1409",540.34118,562.61512,559.1488,-0.358,-0.2138,0.3636,0.5391,0.0553,-0.5654,-0.0492,0.0752,"9","F"
"1410",516.19412,492.12402,510.3804,-0.358,-0.2138,0.3636,-0.8455,0.0553,0.5179,-0.6938,-0.3218,"8","M"
"1411",510.89732,508.6471,547.0266,-0.358,-0.2138,0.3636,-0.8455,-1.0855,-1.0669,-0.6938,-0.8207,"9","M"
"1412",559.50304,485.7073,613.69852,-0.358,-0.2138,0.3636,0.8776,0.3867,0.5179,1.5467,0.0752,"10","M"
"1413",498.12276,440.8704,488.28078,-0.358,-0.2138,0.3636,-0.1028,0.0553,0.1288,-0.0492,0.3107,"9","M"
"1414",545.17058,463.89042,530.89484,-0.358,-0.2138,0.3636,-0.5825,0.3867,-0.053,0.8285,-0.1237,"9","M"
"1415",504.9774,525.17016,533.4125,-0.358,-0.2138,0.3636,0.8776,-0.2497,-0.8968,0.3209,0.652,"8","M"
"1416",498.74592,462.84772,517.93344,-0.358,-0.2138,0.3636,-1.0972,-0.5345,-1.0669,-0.9769,0.0752,"9","M"
"1417",405.42922,392.28406,378.5286,-0.358,-0.2138,0.3636,0.5391,-0.2497,-0.8968,-0.0492,-0.8207,"9","F"
"1418",510.27418,443.67772,514.57652,-0.358,-0.2138,0.3636,-0.8455,0.0553,0.3184,-0.0492,0.3107,"8","M"
"1419",482.07666,476.01958,468.97856,-0.358,-0.2138,0.3636,0.5391,0.7259,0.7293,-0.0492,-0.3218,"9","F"
"1420",425.05842,418.65248,404.91762,-0.358,-0.2138,0.3636,-1.0972,-1.0855,0.3184,-1.4186,0.652,"8","M"
"1421",532.39602,507.16218,535.18422,-0.358,-0.2138,0.3636,-0.8455,0.3867,0.1288,0.8285,1.209,"8","F"
"1422",482.544,480.57394,522.03632,-0.358,-0.2138,0.3636,-0.3437,0.0553,-0.7309,0.5883,0.0752,"8","M"
"1423",523.98346,561.0262,559.98802,-0.358,-0.2138,0.3636,-0.1028,1.0558,0.9564,-0.0492,-0.1237,"9","F"
"1424",461.43478,491.67032,516.16172,-0.358,-0.2138,0.3636,0.1728,0.3867,-0.053,-0.0492,0.3107,"8","F"
"1425",423.65632,373.575,442.21656,-0.358,-0.2138,0.3636,-0.5825,0.0553,-2.1026,-0.0492,0.0752,"9","M"
"1426",427.62894,476.33736,439.23264,-0.358,-0.2138,0.5158,1.3559,-0.2497,0.5179,-0.4171,-0.5445,"9","F"
"1427",554.9073,573.61644,601.94932,-0.358,-0.2138,0.5158,0.1728,0.3867,-0.053,-0.0492,0.0752,"9","M"
"1428",568.46082,465.69168,545.16168,-0.358,-0.2138,0.5158,0.8776,-0.811,-0.3985,-0.0492,0.0752,"9","F"
"1429",530.0592,547.2027,588.7082,-0.358,-0.2138,0.5158,0.1728,0.0553,0.5179,0.3209,0.3107,"9","F"
"1430",404.80602,456.95266,490.98494,-0.358,-0.2138,0.5158,0.8776,-0.2497,0.9564,-0.6938,1.209,"9","F"
"1431",591.90684,553.08166,620.50556,-0.358,-0.2138,0.5158,0.5391,1.0558,0.1288,0.8285,1.209,"9","F"
"1432",423.42264,419.53384,415.08158,-0.358,-0.2138,0.5158,0.5391,0.3867,0.3184,0.5883,-0.1237,"9","F"
"1433",576.0165,559.91398,602.22908,-0.358,-0.2138,0.5158,0.5391,0.0553,0.1288,-0.0492,-0.1237,"9","F"
"1434",571.65446,546.5058,607.63742,-0.358,-0.2138,0.5158,-0.8455,0.0553,0.9564,-0.6938,1.3981,"9","M"
"1435",569.47344,533.03066,578.824,-0.358,-0.2138,0.5158,-0.5825,0.0553,0.3184,-0.9769,0.3107,"9","M"
"1436",569.08396,551.95998,591.78536,-0.358,-0.2138,0.5158,0.5391,0.0553,-0.2283,-0.6938,-0.5445,"9","M"
"1437",525.85292,479.35628,515.509,-0.358,-0.2138,0.6732,0.1728,-0.2497,-0.2283,0.3209,-0.8207,"9","F"
"1438",517.12884,492.06754,517.18744,-0.358,-0.2138,0.6732,-0.1028,0.3867,0.7293,-0.0492,0.652,"9","F"
"1439",541.74326,543.86598,528.93662,-0.358,-0.2138,0.6732,0.5391,0.7259,0.3184,0.5883,0.0752,"9","F"
"1440",423.50056,374.05624,394.4739,-0.358,-0.2138,0.6732,-0.3437,0.7259,0.1288,0.8285,0.3107,"9","M"
"1441",326.28914,316.06506,357.54794,-0.358,-0.2138,0.6732,0.5391,0.3867,-1.0669,1.0649,0.3107,"7","M"
"1442",460.11062,422.31442,459.37408,-0.358,-0.2138,0.6732,1.3559,0.0553,-0.5654,0.3209,-0.1237,"9","F"
"1443",399.66506,361.5436,376.66368,-0.358,-0.2138,0.6732,-0.1028,0.3867,-0.8976,0.3209,-0.3218,"8","M"
